City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,uvira,-3.4067,29.1458,71.58,87,94,2.98,CD,1699924272
295,sisimiut,66.9395,-53.6735,16.18,78,100,7.85,GL,1699924273
296,enriquillo,17.9,-71.2333,79.12,86,0,10.94,DO,1699924273
297,ilha de mocambique,-15.0342,40.7358,78.3,84,100,7.67,MZ,1699924273
298,sodankyla,67.4167,26.6,-2.97,100,95,4.27,FI,1699924274
299,west end,26.6833,-78.9667,75.18,78,100,14.79,BS,1699924274
300,griffith,41.5284,-87.4237,52.9,50,0,6.91,US,1699924274
301,vaasa,63.096,21.6158,29.95,90,100,5.99,FI,1699924274
302,port shepstone,-30.7414,30.455,63.84,73,100,13.0,ZA,1699924275
303,hakui,36.8833,136.7833,53.33,75,83,4.07,JP,1699924275
304,rio gallegos,-51.6226,-69.2181,40.64,47,22,19.66,AR,1699924275
305,es castell,39.8795,4.2854,63.28,100,0,8.05,ES,1699924276
306,ben tre,10.2333,106.3833,80.01,83,94,3.09,VN,1699924276
307,northam,51.0333,-4.2167,55.26,90,100,25.01,GB,1699924277
308,tazacorte,28.629,-17.9293,76.15,36,0,10.0,ES,1699924277
309,touros,-5.1989,-35.4608,80.02,79,94,11.79,BR,1699924277
310,kruisfontein,-34.0033,24.7314,53.82,89,60,5.82,ZA,1699924278
311,afif,23.9065,42.9172,69.21,39,100,8.48,SA,1699924278
312,palikir - national government center,6.9248,158.1611,88.54,66,100,5.75,FM,1699924278
313,sittwe,20.15,92.9,76.8,84,100,5.35,MM,1699924279
314,arkhangel'sk,64.5401,40.5433,26.13,91,94,6.87,RU,1699924279
315,ha giang,22.8333,104.9833,63.45,94,100,1.14,VN,1699924279
316,paramonga,-10.6667,-77.8333,67.59,86,54,8.99,PE,1699924280
317,ulladulla,-35.35,150.4667,84.78,67,88,9.91,AU,1699924280
318,riyadh,24.6877,46.7219,71.74,47,83,7.92,SA,1699924280
319,iskateley,67.6803,53.1512,12.02,88,100,8.99,RU,1699924224
320,vila franca do campo,37.7167,-25.4333,63.01,99,67,4.14,PT,1699924280
321,tughyl,47.7252,84.2063,36.57,82,94,11.43,KZ,1699924281
322,port douglas,-16.4833,145.4667,78.76,61,58,9.93,AU,1699924281
323,zarate,-34.0981,-59.0286,58.91,10,2,4.97,AR,1699924282
324,nar'yan-mar,67.6713,53.087,12.11,88,100,8.99,RU,1699924246
325,westport,41.1415,-73.3579,44.8,73,12,1.01,US,1699924282
326,pangody,65.85,74.4859,-1.82,100,100,6.44,RU,1699924282
327,guelmim,28.987,-10.0574,71.94,26,0,12.66,MA,1699924283
328,sestri levante,44.2732,9.3968,63.05,87,100,5.48,IT,1699924283
329,bikenibeu village,1.3673,173.1241,87.76,74,75,8.05,KI,1699924284
330,alofi,-19.0595,-169.9187,78.69,83,100,13.8,NU,1699924284
331,kalemie,-5.9475,29.1947,69.44,92,92,1.36,CD,1699924284
332,soio,-6.1349,12.3689,78.62,90,89,5.14,AO,1699924285
333,miramar beach,30.3744,-86.3586,59.63,83,100,14.9,US,1699924285
334,san antonio de pale,-1.4014,5.6325,79.11,81,31,7.78,GQ,1699924026
335,bei'an,24.5399,109.533,51.37,79,100,5.79,CN,1699924285
336,lazaro cardenas,17.9583,-102.2,81.48,78,97,6.85,MX,1699924132
337,enoch,37.7733,-113.0244,54.48,37,0,5.75,US,1699924286
338,east london,-33.0153,27.9116,60.69,73,99,6.38,ZA,1699924028
339,mogocha,53.7333,119.7667,15.17,65,1,2.21,RU,1699924148
340,tura,25.5198,90.2201,65.86,84,6,3.22,IN,1699924287
341,paracuru,-3.41,-39.0306,82.11,78,98,10.45,BR,1699924287
342,greenville,35.6127,-77.3663,46.13,96,0,0.0,US,1699924093
343,kavaratti,10.5669,72.642,81.25,71,44,3.2,IN,1699924287
344,smithers,54.7804,-127.1743,33.82,83,85,3.06,CA,1699924288
345,portland,45.5234,-122.6762,52.03,85,0,1.01,US,1699923970
346,keflavik,64.0049,-22.5624,45.03,65,0,21.85,IS,1699924276
347,turkmenbasy,40.0222,52.9552,60.57,71,0,4.23,TM,1699924288
348,dossor,47.5272,52.9811,44.22,57,26,11.59,KZ,1699924289
349,grand-bassam,5.2118,-3.7388,78.76,87,0,5.41,CI,1699924289
350,cape canaveral,28.4058,-80.6048,75.07,92,75,8.05,US,1699924026
351,drayton valley,53.2168,-114.9854,31.12,68,99,7.87,CA,1699924290
352,kapuskasing,49.4169,-82.4331,33.08,98,100,8.14,CA,1699924229
353,preobrazheniye,42.9019,133.9064,33.62,48,0,8.19,RU,1699924290
354,ivdel',60.6911,60.4206,35.19,81,100,4.0,RU,1699924291
355,aral,40.5156,81.2636,39.2,39,0,7.23,CN,1699924291
356,sheregesh,52.9209,87.9869,32.95,98,100,7.29,RU,1699924291
357,arraial do cabo,-22.9661,-42.0278,74.7,90,59,7.31,BR,1699924028
358,oak hill,37.9723,-81.1487,50.41,72,13,3.83,US,1699924127
359,basoko,1.2391,23.616,71.85,97,100,3.53,CD,1699923804
360,novodvinsk,64.4165,40.8122,25.79,91,96,6.8,RU,1699924292
361,langarud,37.197,50.1535,62.78,68,5,5.44,IR,1699924293
362,kondopoga,62.2057,34.2614,32.74,94,100,6.85,RU,1699924293
363,orimattila,60.8049,25.7296,30.31,91,93,6.35,FI,1699924293
364,shingu,33.7333,135.9833,56.64,54,0,4.83,JP,1699924293
365,kiruna,67.8557,20.2251,-10.28,77,35,0.0,SE,1699924294
366,guerrero negro,27.9769,-114.0611,69.6,54,100,10.27,MX,1699924294
367,prince rupert,54.3161,-130.3201,44.29,79,75,5.75,CA,1699924250
368,thunder bay,48.4001,-89.3168,32.65,88,25,5.3,CA,1699924203
369,masuguru,-11.3667,38.4167,77.65,81,100,0.74,TZ,1699924295
370,pionerskiy,54.9508,20.2275,41.14,85,100,10.6,RU,1699924295
371,pervomayskiy,53.2485,40.2871,39.92,82,100,14.27,RU,1699924296
372,gamboma,-1.8764,15.8644,71.6,91,85,0.72,CG,1699924296
373,pisco,-13.7,-76.2167,68.02,82,0,13.8,PE,1699924296
374,hinton,53.4001,-117.5857,30.47,91,100,1.83,CA,1699924296
375,fisterra,42.9049,-9.2629,65.75,96,100,28.68,ES,1699924297
376,ulsteinvik,62.3432,5.8487,38.75,77,1,4.0,NO,1699924297
377,sechura,-5.5569,-80.8222,70.21,77,12,17.45,PE,1699924298
378,tauranga,-37.6861,176.1667,65.95,76,100,5.99,NZ,1699924036
379,salalah,17.0151,54.0924,78.89,89,34,4.61,OM,1699924257
380,nova xavantina,-14.6667,-52.35,81.97,32,3,2.75,BR,1699924299
381,port blair,11.6667,92.75,77.04,94,100,2.3,IN,1699924299
382,at taj,24.2049,23.2857,64.09,34,0,10.09,LY,1699924300
383,bouar,5.934,15.596,65.79,94,16,2.51,CF,1699924300
384,kazanskoye,55.6448,69.235,38.34,81,100,14.72,RU,1699924300
385,freetown,8.484,-13.2299,79.75,86,25,3.94,SL,1699923728
386,novoishimskiy,53.1981,66.7694,39.0,85,100,15.97,KZ,1699924301
387,terbanggi besar,-4.8667,105.2333,85.26,65,100,6.49,ID,1699924301
388,mbinga,-10.9333,35.0167,62.69,92,50,2.51,TZ,1699924302
389,maxixe,-23.8597,35.3472,70.7,68,100,13.22,MZ,1699924302
390,saurimo,-9.6608,20.3916,62.92,95,55,1.41,AO,1699924302
391,agde,43.3108,3.4758,55.44,88,0,3.44,FR,1699924303
392,medina de rioseco,41.8833,-5.0441,58.01,94,71,9.84,ES,1699924303
393,kisangani,0.5167,25.2,70.79,100,100,1.39,CD,1699924304
394,danilovgrad,42.5538,19.1461,47.97,80,100,2.53,ME,1699924304
395,opuwo,-18.0607,13.84,74.88,27,27,3.04,NA,1699924304
396,conduaga,8.862,117.4893,84.51,72,100,2.98,PH,1699924305
397,termas de rio hondo,-27.4998,-64.8604,71.11,40,100,5.03,AR,1699924305
398,serignan,43.2787,3.2771,55.53,88,0,3.44,FR,1699924305
399,roswell,34.0232,-84.3616,58.64,77,0,0.0,US,1699923899
400,kirakira,-10.4544,161.9205,81.43,79,96,3.83,SB,1699924306
401,puerto carreno,6.189,-67.4859,78.91,87,90,3.62,CO,1699924306
402,viedma,-40.8135,-62.9967,67.15,24,94,17.18,AR,1699924107
403,guangming,45.3333,122.7833,31.12,49,0,4.34,CN,1699924145
404,hauterive,46.0901,3.4459,65.16,85,100,8.75,FR,1699924306
405,sovetsk,55.0839,21.8785,38.71,91,100,5.99,RU,1699924307
406,mogadishu,2.0371,45.3438,81.59,77,100,6.42,SO,1699924279
407,nantucket,41.2835,-70.0995,40.14,64,100,10.22,US,1699924226
408,archangelos,36.2149,28.1149,66.18,77,0,11.99,GR,1699924307
409,iitti,60.8949,26.3387,30.65,99,97,6.78,FI,1699924307
410,richards bay,-28.783,32.0377,63.79,83,100,10.6,ZA,1699924308
411,puerto armuelles,8.2833,-82.8667,84.16,84,100,7.0,PA,1699924308
412,saint-pierre,-21.3393,55.4781,74.57,68,61,5.75,RE,1699924308
413,tanggu,39.0211,117.6469,39.16,44,9,7.09,CN,1699924308
414,mayfield,36.7417,-88.6367,52.14,70,100,7.07,US,1699924309
415,sungailiat,-1.85,106.1333,84.63,73,87,5.59,ID,1699924309
416,al mindak,20.1588,41.2834,58.6,53,19,3.33,SA,1699924309
417,caucete,-31.6518,-68.2811,63.79,24,0,6.42,AR,1699924309
418,ambon,-3.6954,128.1814,86.14,70,20,5.75,ID,1699924310
419,kormilovka,55.0026,74.1028,33.53,91,99,7.63,RU,1699924310
420,kiunga,-6.1219,141.2906,90.64,53,9,1.68,PG,1699924310
421,naruto,34.1833,134.6167,58.44,53,3,8.9,JP,1699924310
422,fayroz koh,34.5195,65.2509,35.98,37,4,3.94,AF,1699924310
423,alice springs,-23.7,133.8833,90.95,15,4,8.05,AU,1699923604
424,mu'minobod,38.1085,70.0285,38.03,28,0,8.77,TJ,1699924311
425,queenstown,-31.8976,26.8753,50.77,83,95,7.18,ZA,1699924311
426,akita,39.7167,140.1167,48.43,70,92,18.23,JP,1699924311
427,novyy urengoy,66.0833,76.6333,-1.46,98,13,5.5,RU,1699924311
428,santana,-0.0583,-51.1817,84.38,79,20,9.22,BR,1699924298
429,priyutnoye,46.1011,43.5072,50.23,63,100,13.76,RU,1699924312
430,lander,42.833,-108.7307,52.39,36,0,6.91,US,1699924248
431,nizhniy ingash,56.2,96.53,31.91,95,100,13.65,RU,1699924312
432,mbanza-ngungu,-5.25,14.8667,69.67,84,97,0.63,CD,1699924312
433,kargat,55.1956,80.2811,34.48,86,100,5.66,RU,1699924312
434,arevalo,41.0626,-4.7204,52.3,77,10,4.72,ES,1699924313
435,aleksandriyskaya,44.2272,43.3453,55.92,81,98,9.91,RU,1699924313
436,tanumah,27.1,44.1333,72.03,39,6,5.99,SA,1699924313
437,elbasan,41.1125,20.0822,45.32,72,100,3.83,AL,1699924313
438,mainvilliers,48.45,1.4561,52.88,90,99,8.01,FR,1699924314
439,qom,34.6401,50.8764,58.06,43,92,0.65,IR,1699924314
440,dubna,56.7333,37.1667,40.23,94,100,8.5,RU,1699924314
441,wabag,-5.4781,143.7021,60.33,84,100,2.21,PG,1699924314
442,warrnambool,-38.3833,142.4833,67.35,68,100,7.49,AU,1699924209
443,afega,-13.7973,-171.8531,93.2,66,40,11.5,WS,1699924315
444,la passe,45.5549,-0.8967,61.03,95,100,13.44,FR,1699924315
445,portage la prairie,49.9728,-98.2926,38.1,68,100,13.24,CA,1699924315
446,ha'il,27.5219,41.6907,64.42,52,0,4.61,SA,1699924197
447,huntsville,34.7304,-86.5861,61.2,48,0,6.91,US,1699923682
448,severo-yeniseyskiy,60.3725,93.0408,12.85,94,100,7.81,RU,1699924316
449,antsiranana,-12.2787,49.2917,74.7,86,44,6.58,MG,1699924047
450,cobija,-11.0267,-68.7692,81.82,65,79,3.78,BO,1699924316
451,trujillo,-8.116,-79.03,66.16,88,22,12.66,PE,1699924316
452,akjoujt,19.6969,-14.4164,79.72,18,40,6.69,MR,1699924317
453,atamyrat,37.8357,65.2106,52.79,43,98,1.57,TM,1699924157
454,nakhon sawan,15.7,100.0833,77.86,84,81,5.5,TH,1699924317
455,san juanito de escobedo,20.7667,-103.95,68.11,67,27,2.91,MX,1699924317
456,kavieng,-2.5744,150.7967,83.55,67,100,2.17,PG,1699924317
457,saint-francois,46.4154,3.9054,63.84,78,100,11.5,FR,1699924317
458,gunjur,13.2019,-16.7339,77.07,57,100,4.61,GM,1699924318
459,guacari,3.7638,-76.3329,75.06,96,96,1.61,CO,1699924318
460,carnarvon,-24.8667,113.6333,70.54,68,100,6.64,AU,1699924273
461,haapavesi,64.1333,25.3667,21.52,88,100,3.0,FI,1699924318
462,leninskoye,41.7589,69.3864,43.2,29,0,4.94,KZ,1699924318
463,koulikoro,14.0,-7.75,72.86,13,0,7.72,ML,1699924319
464,kapa'a,22.0752,-159.319,84.18,80,75,17.27,US,1699924319
465,lerwick,60.1545,-1.1494,46.33,70,92,13.6,GB,1699924289
466,misratah,32.3754,15.0925,72.91,62,100,12.75,LY,1699924319
467,hastings,50.8552,0.5729,56.95,85,100,28.41,GB,1699924320
468,kunashak,55.7032,61.5498,38.08,88,100,17.69,RU,1699924320
469,monrovia,6.3005,-10.7969,76.77,83,96,2.39,LR,1699923767
470,port saint john's,-31.6229,29.5448,62.08,77,100,6.31,ZA,1699924320
471,mount gambier,-37.8333,140.7667,59.31,62,100,3.71,AU,1699924320
472,port hedland,-20.3167,118.5667,86.05,45,0,10.36,AU,1699924321
473,as sulayyil,20.4607,45.5779,66.45,44,63,8.39,SA,1699924322
474,madinat ash shamal,26.1293,51.2009,78.48,58,0,4.74,QA,1699924323
475,manokwari,-0.8667,134.0833,84.06,72,100,5.55,ID,1699924323
476,mao,39.8885,4.2658,63.16,100,0,8.05,ES,1699924117
477,ampanihy,-24.7,44.75,70.97,77,94,5.64,MG,1699924324
478,yinchuan,38.4681,106.2731,35.55,22,0,1.52,CN,1699924324
479,vega de alatorre,20.0333,-96.6333,71.37,87,74,14.5,MX,1699924325
480,ceeldheer,3.8488,47.1806,79.84,83,77,1.77,SO,1699924325
481,qurayyat,31.3318,37.3428,62.78,59,40,9.22,SA,1699924263
482,goseong,34.9763,128.3236,41.04,45,0,4.47,KR,1699924326
483,zhangye,38.9342,100.4517,32.65,37,19,8.81,CN,1699924326
484,umm kaddadah,13.6017,26.6876,81.88,30,95,13.56,SD,1699924326
485,sidi bennour,32.6524,-8.4277,69.17,38,0,2.77,MA,1699924047
486,codrington,-38.2667,141.9667,60.21,62,100,9.35,AU,1699923788
487,acarau,-2.8856,-40.12,80.11,80,100,16.46,BR,1699923804
488,tual,-5.6667,132.75,81.68,76,86,5.75,ID,1699924327
489,kota belud,6.351,116.4305,83.52,71,62,2.08,MY,1699924074
490,carboneras,37.0015,-1.9213,54.1,63,57,4.07,ES,1699924328
491,muang phon-hong,18.4928,102.4172,72.25,92,100,1.92,LA,1699924328
492,khorinsk,52.1657,109.7726,11.44,92,100,1.88,RU,1699924328
493,recreo,-29.2818,-65.061,73.76,31,0,8.84,AR,1699924329
494,el cuervo,36.853,-6.0379,61.68,88,98,1.14,ES,1699924329
495,kralendijk,12.15,-68.2667,82.38,78,20,19.57,BQ,1699924329
496,gadzhiyevo,69.2551,33.3362,16.21,96,87,2.26,RU,1699924330
497,aleg,17.0481,-13.9209,84.87,10,18,11.9,MR,1699924330
498,bandarbeyla,9.4942,50.8122,79.63,83,99,17.18,SO,1699924330
499,celestun,20.8667,-90.4,78.51,87,100,15.43,MX,1699924331
500,itanhaem,-24.1831,-46.7889,75.74,95,93,4.0,BR,1699924331
501,shimoda,34.6667,138.95,61.11,69,87,1.66,JP,1699924331
502,mandali,33.7499,45.5541,69.4,34,8,0.51,IQ,1699924332
503,kudahuvadhoo,2.6708,72.8944,81.28,74,97,3.98,MV,1699924332
504,beltran,-27.8291,-64.061,72.19,44,66,4.56,AR,1699924332
505,port augusta,-32.5,137.7667,76.68,39,78,14.27,AU,1699924031
506,constitucion,-35.3333,-72.4167,50.63,84,10,14.79,CL,1699924264
507,lusambo,-4.9667,23.45,70.36,100,100,2.64,CD,1699924333
508,tarinkot,32.6268,65.8733,50.7,29,0,2.17,AF,1699924333
509,lichinga,-13.3128,35.2406,64.49,100,75,16.11,MZ,1699924334
510,porto de moz,-1.7483,-52.2383,82.56,47,100,4.21,BR,1699924120
511,sinabang,2.4803,96.3801,75.45,93,100,2.93,ID,1699924334
512,araxa,-19.5933,-46.9406,76.53,37,59,4.41,BR,1699924170
513,riberalta,-10.9833,-66.1,84.99,54,58,2.8,BO,1699924335
514,ituiutaba,-18.9689,-49.465,86.16,29,91,4.32,BR,1699924085
515,amga,60.8953,131.9608,-9.92,100,100,2.06,RU,1699924336
516,dolores,-36.3132,-57.6792,55.13,52,86,6.67,AR,1699924336
517,hiranagar,32.45,75.2667,60.48,63,0,1.99,IN,1699924336
518,gobabis,-22.45,18.9667,73.74,39,100,6.44,NA,1699924337
519,rio rico,31.4715,-110.9765,71.06,35,0,8.05,US,1699924337
520,dire,12.2833,-10.9667,71.82,21,6,2.21,ML,1699924337
521,taoudenni,22.6783,-3.9836,76.33,18,0,13.51,ML,1699924338
522,niquero,20.0431,-77.5828,79.72,83,1,10.67,CU,1699924338
523,fuling,29.7022,107.3919,52.56,82,100,0.22,CN,1699924338
524,marquette,46.5333,-87.6335,34.36,78,6,5.35,US,1699924339
525,luwuk,-0.9516,122.7875,87.06,64,50,3.15,ID,1699924163
526,mossel bay,-34.1831,22.146,60.12,85,4,19.24,ZA,1699924339
527,natal,-5.795,-35.2094,79.45,78,20,6.91,BR,1699924339
528,buala,-8.145,159.5921,84.06,72,73,4.76,SB,1699924340
529,ilhabela,-23.7781,-45.3581,77.36,88,48,2.04,BR,1699924340
530,san fernando,15.0286,120.6898,83.93,67,89,11.88,PH,1699924149
531,iwanai,42.9744,140.5089,38.43,76,98,10.27,JP,1699924341
532,luderitz,-26.6481,15.1594,59.5,81,0,4.34,NA,1699924245
533,manda,-10.4667,34.5833,76.68,74,69,6.33,TZ,1699924341
534,sao gabriel da cachoeira,-0.1303,-67.0892,76.75,87,31,1.63,BR,1699924342
535,shakawe,-18.3667,21.85,77.92,29,21,1.34,BW,1699924342
536,monticello,45.3055,-93.7941,48.02,53,40,8.05,US,1699924342
537,fortaleza,-3.7227,-38.5247,84.07,81,40,10.36,BR,1699924138
538,forbes,-33.3833,148.0167,81.84,15,100,8.93,AU,1699924343
539,salekhard,66.53,66.6019,-5.19,100,100,0.81,RU,1699924343
540,para de minas,-19.8603,-44.6083,78.01,37,94,2.39,BR,1699924344
541,tarko-sale,64.9225,77.785,-3.28,96,17,5.93,RU,1699924344
542,nizhnesortymskiy,62.4397,71.7603,13.37,91,100,10.16,RU,1699924344
543,flying fish cove,-10.4217,105.6791,78.48,78,100,8.05,CX,1699924345
544,antalaha,-14.9003,50.2788,71.8,88,81,3.53,MG,1699924350
545,dorado,18.4588,-66.2677,80.19,89,2,9.95,PR,1699924350
546,dryden,49.7833,-92.7503,29.1,98,100,2.86,CA,1699924028
547,malakanagiri,18.35,81.9,66.31,80,81,1.83,IN,1699924351
548,hirara,24.8,125.2833,71.46,62,77,15.59,JP,1699924351
549,onega,63.9061,38.1404,24.57,92,92,7.11,RU,1699924352
550,along,28.1667,94.7667,57.97,65,50,1.48,IN,1699924352
551,bodo,67.28,14.405,26.94,54,0,17.27,NO,1699924187
552,inhambane,-23.865,35.3833,71.08,68,100,14.56,MZ,1699924353
553,goure,13.9835,10.2704,74.46,17,87,8.77,NE,1699924353
554,bhimunipatnam,17.8833,83.4333,72.91,80,100,8.28,IN,1699924353
555,saint-philippe,-21.3585,55.7679,69.39,80,58,7.2,RE,1699924353
556,peniche,39.3558,-9.3811,61.45,90,100,5.46,PT,1699924354
557,genhe,50.7833,121.5167,10.71,87,99,2.48,CN,1699924354
558,huarmey,-10.0681,-78.1522,68.36,84,98,9.91,PE,1699924354
559,tianpeng,30.9866,103.9393,51.64,84,100,3.33,CN,1699924354
560,wewak,-3.5534,143.6268,83.98,74,99,2.35,PG,1699924355
561,kankan,10.3854,-9.3057,72.91,26,50,3.22,GN,1699924355
562,darwin,-12.4611,130.8418,88.95,66,75,3.44,AU,1699924224
563,parang,7.3704,124.2697,85.42,68,44,3.31,PH,1699924356
564,lubang,13.8584,120.124,80.58,83,100,24.83,PH,1699924356
565,coxim,-18.5067,-54.76,86.16,31,18,4.56,BR,1699924357
566,hilo,19.7297,-155.09,82.13,65,20,5.75,US,1699924221
567,rehoboth,-23.3167,17.0833,78.93,30,100,11.21,NA,1699924357
568,bintulu,3.1667,113.0333,81.01,78,92,3.89,MY,1699924357
569,twon-brass,4.3151,6.2418,81.27,79,100,5.68,NG,1699924358
570,ayancik,41.9447,34.5861,59.67,89,100,21.52,TR,1699924358
571,dauphin,51.1494,-100.0502,33.94,80,0,11.5,CA,1699924358
572,marica,-22.9194,-42.8186,82.35,87,100,2.55,BR,1699924314
573,pahrump,36.2083,-115.9839,66.25,28,77,5.99,US,1699924118
574,tver,56.8619,35.8931,39.29,96,100,5.01,RU,1699924359
575,jashpurnagar,22.9,84.15,60.06,77,100,3.11,IN,1699924360
576,conde,-7.2597,-34.9075,76.46,94,20,4.61,BR,1699924360
577,seguin,29.5688,-97.9647,64.83,84,100,8.05,US,1699924267
578,talakan,50.3167,130.3667,15.71,78,25,2.06,RU,1699924361
579,varnamo,57.186,14.04,33.49,89,100,11.21,SE,1699924131
580,leh,34.1667,77.5833,27.25,49,1,3.33,IN,1699924361
581,happy valley-goose bay,53.3168,-60.3315,25.11,68,75,11.5,CA,1699924362
582,ponta delgada,37.7333,-25.6667,63.32,88,40,14.97,PT,1699924362
583,dano,11.15,-3.0667,78.1,22,92,5.37,BF,1699924362
584,hanzhong,33.0728,107.0303,47.35,79,98,1.54,CN,1699924362
585,tomatlan,19.9333,-105.25,77.32,83,11,1.28,MX,1699924363
586,kuanda,56.3161,116.0806,6.53,83,45,1.19,RU,1699924363
587,reggane,26.7158,0.1714,71.83,20,5,11.21,DZ,1699924236
